"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"DALEX","DALEX","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4.9",NA,"R (>= 3.5)","ggplot2",NA,"ALEPlot, breakDown, factorMerger, gbm, ggpubr, iBreakDown,
ingredients, pdp, randomForest, testthat",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"dapr","dapr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.0.3",NA,NA,NA,NA,"testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"data.tree","data.tree","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.7.11",NA,"R (>= 3.0)","R6, stringr, methods",NA,"Formula, graphics, testthat, knitr, rmarkdown, ape, yaml,
networkD3, jsonlite, treemap, party, partykit, doParallel,
foreach, htmlwidgets, DiagrammeR (>= 1.0.0), mockery, rpart","igraph","GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"datadigest","datadigest","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.2",NA,"R (>= 3.3.0)","htmlwidgets, shiny, miniUI, Hmisc, htmltools, haven, jsonlite,
tibble, datasets",NA,"knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"date","date","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2-38",NA,NA,"graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"dcurver","dcurver","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.9.1",NA,NA,"Rcpp (>= 0.12.14)","Rcpp, RcppArmadillo","testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"deepboost","deepboost","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.6",NA,"R (>= 3.1)","Rcpp (>= 0.12.2), methods","Rcpp","testthat, ada, caret",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","3.6.1"
"denpro","denpro","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.9.2",NA,"",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"DescTools","DescTools","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.99.30",NA,"base, stats, R (>= 3.5.0)","graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10)","Rcpp, BH","RDCOMClient, tcltk",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"diffr","diffr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1",NA,"R (>= 3.0)","htmlwidgets",NA,"shiny",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"directlabels","directlabels","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2018.05.22",NA,NA,"grid, quadprog",NA,"MASS, inlinedocs, ggplot2 (>= 2.0), rlang, lattice,
alphahull, nlme, ElemStatLearn, lars, latticeExtra, dplyr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"dlm","dlm","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1-5",NA,NA,"stats, utils, methods, grDevices, graphics",NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"DMwR","DMwR","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4.1",NA,"R(>= 2.10), methods, graphics, lattice (>= 0.18-3), grid (>=
2.10.1)","xts (>= 0.6-7), quantmod (>= 0.3-8), zoo (>= 1.6-4), abind (>=
1.1-0), rpart (>= 3.1-46), class (>= 7.3-1), ROCR (>= 1.0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"doBy","doBy","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","4.6-3",NA,"R (>= 3.2.0), methods","pbkrtest (>= 0.4-6), MASS, Matrix, dplyr, plyr, magrittr,
Deriv, tibble, broom",NA,"multcomp, geepack, lme4, survival, ggplot2, tidyverse, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"dockerfiler","dockerfiler","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.3",NA,NA,"attempt, glue, R6, utils",NA,"covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"doMPI","doMPI","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.2",NA,"R (>= 2.14.0), foreach(>= 1.3.0), iterators(>= 1.0.0), Rmpi(>=
0.5-7)","parallel, compiler, utils",NA,"randomForest, itertools",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"DoseFinding","DoseFinding","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.9-16",NA,"lattice, mvtnorm, R (>= 2.15.0)",NA,NA,"numDeriv, Rsolnp, quadprog, parallel, multcomp",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"dparser","dparser","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.8",NA,"R (>= 3.2.3)","digest, methods",NA,"rex, covr, testthat, knitr, devtools,",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"dygraphs","dygraphs","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.1.6",NA,"R (>= 3.0)","magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)",NA,"testthat","rmarkdown (>= 0.3.3), shiny (>= 0.10.2.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"dynlm","dynlm","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.3-6",NA,"R (>= 2.10.0), zoo","stats, car (>= 2.0-0), lmtest",NA,"datasets, sandwich, strucchange, TSA",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"earth","earth","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","5.1.2",NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotmo (>= 3.5.4),
TeachingDemos (>= 2.10)",NA,NA,"gam (>= 1.16), mgcv (>= 1.8-26), mda (>= 0.4-10), MASS (>=
7.3-51)",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"easyPubMed","easyPubMed","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.13",NA,"R(>= 3.1), utils",NA,NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"Ecdat","Ecdat","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.3-4",NA,"R (>= 3.5.0), Ecfun",NA,NA,"",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"Ecfun","Ecfun","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2-0",NA,"R (>= 3.0.1)","fda, gdata, RCurl, XML, tis, jpeg, MASS, TeachingDemos,
stringi, methods, xml2",NA,"BMA, car, DescTools, Ecdat, maps, grid, gridBase, pryr,
knitr, rmarkdown, invgamma, ipumsr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"echarts4r","echarts4r","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.3",NA,NA,"htmlwidgets, magrittr, dplyr, purrr, countrycode, d3r, broom,
shiny, scales, corrplot, data.tree, htmltools, jsonlite,
stringi",NA,"tidyr",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","3.6.1"
"edarf","edarf","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.1",NA,"R (>= 2.10)","data.table, ggplot2, mmpf",NA,"party, randomForest, randomForestSRC, ranger, testthat,
rmarkdown, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"effects","effects","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","4.1-3",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability",NA,"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car, knitr, betareg, alr4",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"egg","egg","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.4.5",NA,"gridExtra (>= 2.3), ggplot2","gtable, grid, grDevices, utils",NA,"knitr, png",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"elasticnet","elasticnet","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.1",NA,"R (>= 2.10), lars",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"ElemStatLearn","ElemStatLearn","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2015.6.26.2",NA,"R (>= 2.10.0), stats",NA,NA,"gam, splines, MASS, class, leaps, mda, lasso2, lars, boot,
prim, earth",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"elliptic","elliptic","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.4-0",NA,"R (>= 2.5.0)","MASS",NA,"emulator, calibrator (>= 1.2-8)",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"EMbC","EMbC","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.0.2",NA,NA,"Rcpp (>= 0.11.0), sp, methods, RColorBrewer, mnormt, maptools","Rcpp, RcppArmadillo","move, rgl, knitr",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"emmeans","emmeans","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.4.2",NA,"R (>= 3.2)","estimability (>= 1.3), graphics, methods, numDeriv, stats,
utils, plyr, mvtnorm, xtable (>= 1.8-2)",NA,"bayesplot, biglm, brms, car, coda (>= 0.17), ggplot2,
lattice, mediation, mgcv, multcomp, multcompView, nlme, ordinal
(>= 2014.11-12), pbkrtest (>= 0.4-1), lme4, lmerTest (>=
2.0.32), MASS, MuMIn, rsm, knitr, rmarkdown, scales, testthat","CARBayes, coxme, gee, geepack, MCMCglmm, MCMCpack, mice,
nnet, pscl, rstanarm, sommer, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.6.1"
"EMT","EMT","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.6.1"
"entropy","entropy","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2.1",NA,"R (>= 2.15.1)",NA,NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"epitools","epitools","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5-10",NA,"R (>= 2.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"eq5d","eq5d","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.3.0",NA,"R (>= 3.5.0)",NA,NA,"testthat, shiny, DT, mime, readxl, ggplot2, ggiraph,
ggiraphExtra, knitr, rmarkdown, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"esaBcv","esaBcv","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2.1",NA,"R (>= 3.0.2)","corpcor, svd",NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"esquisse","esquisse","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.2",NA,NA,"miniUI, rstudioapi, shiny (>= 1.0.0), htmltools, jsonlite,
shinyWidgets (>= 0.4.1), ggplot2 (>= 3.0.0), ggthemes,
hrbrthemes, RColorBrewer, scales, stringi, rlang (>= 0.3.1)",NA,"officer, rvg, rio, DT, testthat (>= 2.1.0), knitr",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"estimability","estimability","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.3",NA,"stats",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.6.1"
"etm","etm","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.5",NA,"R (>= 3.0.0)","survival, lattice, data.table, Rcpp (>= 0.11.4)","Rcpp, RcppArmadillo","ggplot2, kmi, geepack",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"evd","evd","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.3-3",NA,NA,"stats, grDevices, graphics",NA,"akima",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"exact2x2","exact2x2","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.6.3.1",NA,"R (>= 2.10), stats (>= 3.1.1), exactci, ssanv",NA,NA,"testthat, Exact (>= 2.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"exactci","exactci","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.3-3",NA,"stats, ssanv",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"exactRankTests","exactRankTests","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.8-30",NA,"R (>= 2.4.0), stats, utils",NA,NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"extraTrees","extraTrees","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.5",NA,"R (>= 2.7.0), rJava (>= 0.5-0)",NA,NA,"testthat, Matrix",NA,"Apache License 2.0",NA,NA,NA,NA,"no","3.6.1"
"ez","ez","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","4.4-0",NA,"R (>= 3.1)","car (>= 2.1-3), ggplot2 (>= 2.1.0), lme4 (>= 1.1-12), MASS (>=
7.3-45), Matrix (>= 1.2-7.1), mgcv (>= 1.8-12), plyr (>=
1.8.4), reshape2 (>= 1.4.2), scales (>= 0.4.0), stringr (>=
1.1.0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"EZtune","EZtune","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.0.0",NA,"R (>= 3.1.0)","ada, e1071, GA, gbm, optimx, rpart",NA,"knitr, rmarkdown, mlbench, doParallel, parallel",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"fabricatr","fabricatr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.10.0",NA,"R (>= 3.5.0)","rlang (>= 0.2.0)",NA,"testthat, data.table, mvnfast, MASS",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"fastAdaboost","fastAdaboost","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.0",NA,"R (>= 3.1.2)","Rcpp, rpart","Rcpp (>= 0.12.0)","testthat, knitr, MASS",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"fastGHQuad","fastGHQuad","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0",NA,"Rcpp (>= 0.11.0)",NA,"Rcpp",NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"fastrtext","fastrtext","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.3.4",NA,"R (>= 3.3)","methods, Rcpp (>= 0.12.12), assertthat","Rcpp","knitr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"fda","fda","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","2.4.8",NA,"R (>= 2.10.0), splines, Matrix, graphics",NA,NA,"deSolve, R.matlab, quadprog, nlme, lattice, RCurl, zoo",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"fdaMixed","fdaMixed","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.6",NA,NA,"Formula, Rcpp","Rcpp, RcppArmadillo",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"fdapace","fdapace","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5.1",NA,NA,"Rcpp (>= 0.11.5), Hmisc, MASS, Matrix, pracma, numDeriv","Rcpp, RcppEigen","plot3D, rgl, aplpack, mgcv, ks, gtools, knitr, EMCluster,
minqa, testthat",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"filelock","filelock","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.2",NA,NA,NA,NA,"callr (>= 2.0.0), covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"finalfit","finalfit","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.9.5",NA,NA,"boot, broom, dplyr, forcats, GGally, ggplot2, grid, gridExtra,
Hmisc, lme4, magrittr, mice, pillar, plyr, pROC, purrr, readr,
scales, stats, stringr, survival, survminer, tibble, tidyr",NA,"covr, cmprsk, knitr, rlang, rmarkdown, rstan, survey,
testthat",NA,"MIT + file LICENCE",NA,NA,NA,NA,"no","3.6.1"
"FindIt","FindIt","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.4",NA,"R (>= 3.2.0), arm","glmnet, lars, Matrix, quadprog, ggplot2, glinternet, igraph,
sandwich, lmtest, stats, graphics, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"fit.models","fit.models","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5-14",NA,NA,"lattice, stats",NA,"MASS",NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"flexdashboard","flexdashboard","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5.1.1",NA,"R (>= 3.0.2)","tools, jsonlite, htmltools, knitr (>= 1.13), htmlwidgets (>=
0.6), rmarkdown (>= 1.0), shiny (>= 0.13)",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"flexsurv","flexsurv","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.1.1",NA,"survival, R (>= 2.15.0)","mstate (>= 0.2.10), muhaz, mvtnorm, deSolve, quadprog, Rcpp
(>= 0.11.5), tidyr, tibble","Rcpp","eha,numDeriv,testthat,msm,knitr,TH.data,colorspace",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"flexsurvcure","flexsurvcure","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.0",NA,"survival , flexsurv","gtools",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"flextable","flextable","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.5.5",NA,NA,"stats, utils, grDevices, graphics, officer (>= 0.2.0),
rmarkdown, knitr, htmltools, xml2, data.table, gdtools (>=
0.1.6), rlang, base64enc",NA,"testthat, xtable, magrittr, webshot, magick, ggplot2",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"fmsb","fmsb","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.6.3",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"forestFloor","forestFloor","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.11.1",NA,"","Rcpp (>= 0.11.3), rgl, kknn, randomForest","Rcpp","caret, e1071",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"forestplot","forestplot","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.9",NA,"grid, magrittr, checkmate",NA,NA,"testthat, abind, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"forge","forge","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.0",NA,"R (>= 3.1.2)","rlang (>= 0.3.1), magrittr",NA,"testthat, covr",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","3.6.1"
"formattable","formattable","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.0.1",NA,"R (> 3.0.2)","methods, htmltools, htmlwidgets, knitr, rmarkdown",NA,"testthat, DT, shiny, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"frailtypack","frailtypack","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","3.0.3.2",NA,"R (>= 2.10), survival, boot, MASS, survC1, doBy","statmod, nlme",NA,"knitr, rmarkdown, testthat",NA,"GPL (>= 2.0)",NA,NA,NA,NA,"yes","3.6.1"
"fts","fts","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.9.9.2",NA,"utils, stats, zoo",NA,"BH",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"functional","functional","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.6",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"furrr","furrr","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.0",NA,"R (>= 3.2.0), future (>= 1.6.2)","globals (>= 0.10.3), rlang (>= 0.2.0), purrr (>= 0.2.4)",NA,"listenv (>= 0.6.0), dplyr (>= 0.7.4), testthat",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"future.apply","future.apply","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.3.0",NA,"R (>= 3.2.0), future (>= 1.13.0)","globals (>= 0.12.4)",NA,"datasets, stats, tools, listenv (>= 0.7.0), R.rsp, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"future.batchtools","future.batchtools","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.8.1",NA,"R (>= 3.2.0), future (>= 1.14.0)","batchtools (>= 0.9.11)",NA,"future.apply, listenv, markdown, R.rsp",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.6.1"
"fuzzyjoin","fuzzyjoin","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.1.5",NA,"R (>= 2.10)","stringdist, stringr, dplyr (>= 0.8.1), tidyr (>= 0.4.0),
purrr, geosphere, tibble",NA,"testthat, knitr, ggplot2, qdapDictionaries, readr, rvest,
rmarkdown, maps, IRanges, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"GA","GA","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","3.2",NA,"R (>= 3.4), methods, foreach, iterators","stats, graphics, grDevices, utils, cli, crayon, Rcpp","Rcpp, RcppArmadillo","parallel, doParallel, doRNG (>= 1.6), knitr (>= 1.8)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"GAMBoost","GAMBoost","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.2-3",NA,"R (>= 2.14.0), Matrix",NA,NA,"parallel, snowfall",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"gameofthrones","gameofthrones","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.0.0",NA,"R (>= 2.10)","ggplot2 (>= 1.0.1), gridExtra, MASS",NA,"hexbin (>= 1.27.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"gamm4","gamm4","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2-5",NA,"R (>= 2.9.0), methods, Matrix, lme4 (>= 0.999375-31), mgcv (>=
1.7-23)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"gdtools","gdtools","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.2.1",NA,NA,"Rcpp (>= 0.12.12), systemfonts (>= 0.1.1)","Rcpp","htmltools, testthat, fontquiver (>= 0.2.0), curl",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"gemtc","gemtc","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.8-2",NA,"coda (>= 0.13)","igraph (>= 1.0), meta (>= 2.1), plyr (>= 1.8), graphics,
grDevices, stats, utils, grid, rjags (>= 4-0), truncnorm, Rglpk",NA,"testthat (>= 0.8), Matrix, XML (>= 3.6)",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"geonames","geonames","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","0.999",NA,"R (>= 2.2.0)","rjson",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"geoR","geoR","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.7-5.2.1",NA,"R (>= 2.10), stats, methods","MASS, sp, splancs, RandomFields, graphics",NA,"scatterplot3d, lattice, tcltk, geoRglm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"geosphere","geosphere","/CHBS/apps/EB/software/R-bundle-Novartis/0.2-gomkl-2019a-R-3.6.1","1.5-10",NA,"R (>= 3.0.0)","sp",NA,"methods, raster",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
